year,month,area,uf,className,numPol
2022/2023,12,14.02,MT,CICATRIZ_DE_QUEIMADA,16
2022/2023,12,10.78,MT,CS_DESORDENADO,5
2022/2023,12,15.63,MT,CS_GEOMETRICO,7
2022/2023,12,7.34,MT,DEGRADACAO,14
2022/2023,12,22.54,MT,DESMATAMENTO_CR,68
2022/2023,12,11.13,PA,CICATRIZ_DE_QUEIMADA,23
2022/2023,12,7.84,PA,CS_DESORDENADO,1
2022/2023,12,1.89,PA,CS_GEOMETRICO,1
2022/2023,12,7.16,PA,DEGRADACAO,16
2022/2023,12,109.16,PA,DESMATAMENTO_CR,535
2022/2023,12,0.44,PA,MINERACAO,4
2022/2023,12,1.94,RO,CICATRIZ_DE_QUEIMADA,1
2022/2023,12,0.12,RO,DEGRADACAO,1
2022/2023,12,11.59,RO,DESMATAMENTO_CR,80
2022/2023,12,0.1,RO,DESMATAMENTO_VEG,1
2022/2023,12,46.26,RR,DESMATAMENTO_CR,249
2022/2023,12,0.21,TO,DESMATAMENTO_CR,2
2022/2023,1,0.37,AC,DEGRADACAO,2
2022/2023,1,1.23,AC,DESMATAMENTO_CR,10
2022/2023,1,13.49,AM,DESMATAMENTO_CR,23
2022/2023,1,0.45,AM,DESMATAMENTO_VEG,5
2022/2023,1,0.22,AM,MINERACAO,2
2022/2023,1,0.13,AP,MINERACAO,1
2022/2023,1,4.56,MA,DESMATAMENTO_CR,22
2022/2023,1,15.62,MT,CICATRIZ_DE_QUEIMADA,11
2022/2023,1,6.42,MT,CS_DESORDENADO,2
2022/2023,1,1.77,MT,CS_GEOMETRICO,1
2022/2023,1,1.36,MT,DEGRADACAO,4
2022/2023,1,69.44,MT,DESMATAMENTO_CR,104
2022/2023,1,0.62,PA,CICATRIZ_DE_QUEIMADA,3
2022/2023,1,4.75,PA,DEGRADACAO,4
2022/2023,1,29.89,PA,DESMATAMENTO_CR,161
2022/2023,1,0.11,PA,DESMATAMENTO_VEG,1
2022/2023,1,1.53,PA,MINERACAO,13
2022/2023,1,8.44,RO,CICATRIZ_DE_QUEIMADA,8
2022/2023,1,0.21,RO,DEGRADACAO,1
2022/2023,1,13.88,RO,DESMATAMENTO_CR,50
2022/2023,1,0.71,RR,DEGRADACAO,6
2022/2023,1,29.59,RR,DESMATAMENTO_CR,174
2022/2023,1,1.87,RR,DESMATAMENTO_VEG,2
2022/2023,1,0.19,TO,DESMATAMENTO_CR,1
2022/2023,2,3.85,AC,DESMATAMENTO_CR,26
2022/2023,2,45.87,AM,DESMATAMENTO_CR,109
2022/2023,2,0.1,AM,DESMATAMENTO_VEG,1
2022/2023,2,0.4,AM,MINERACAO,6
2022/2023,2,0.12,AP,DESMATAMENTO_CR,1
2022/2023,2,3.58,MA,DESMATAMENTO_CR,19
2022/2023,2,21.73,MT,CICATRIZ_DE_QUEIMADA,26
2022/2023,2,5.02,MT,CS_DESORDENADO,3
2022/2023,2,10.72,MT,CS_GEOMETRICO,6
2022/2023,2,26.96,MT,DEGRADACAO,33
2022/2023,2,161.41,MT,DESMATAMENTO_CR,311
2022/2023,2,0.42,MT,DESMATAMENTO_VEG,2
2022/2023,2,0.72,PA,CICATRIZ_DE_QUEIMADA,2
2022/2023,2,1.79,PA,CS_DESORDENADO,2
2022/2023,2,12.45,PA,DEGRADACAO,25
2022/2023,2,37.9,PA,DESMATAMENTO_CR,185
2022/2023,2,0.07,PA,DESMATAMENTO_VEG,1
2022/2023,2,8.49,PA,MINERACAO,76
2022/2023,2,1.73,RO,CICATRIZ_DE_QUEIMADA,3
2022/2023,2,0.49,RO,DEGRADACAO,3
2022/2023,2,28.47,RO,DESMATAMENTO_CR,148
2022/2023,2,2.66,RR,CS_DESORDENADO,3
2022/2023,2,1.09,RR,CS_GEOMETRICO,1
2022/2023,2,3.37,RR,DEGRADACAO,15
2022/2023,2,30.83,RR,DESMATAMENTO_CR,190
2022/2023,2,0.1,RR,DESMATAMENTO_VEG,1
2022/2023,2,0.26,RR,MINERACAO,3
2022/2023,2,1.43,TO,DEGRADACAO,3
2022/2023,2,0.1,TO,DESMATAMENTO_CR,1
2022/2023,3,0.1,AC,DEGRADACAO,1
2022/2023,3,1.47,AC,DESMATAMENTO_CR,13
2022/2023,3,0.13,AC,DESMATAMENTO_VEG,1
2022/2023,3,0.11,AM,CICATRIZ_DE_QUEIMADA,1
2022/2023,3,1.57,AM,CS_DESORDENADO,1
2022/2023,3,1.78,AM,DEGRADACAO,5
2022/2023,3,121.53,AM,DESMATAMENTO_CR,282
2022/2023,3,3.14,AM,DESMATAMENTO_VEG,21
2022/2023,3,2.18,AM,MINERACAO,15
2022/2023,3,0.75,AP,DESMATAMENTO_CR,4
2022/2023,3,0.24,AP,DESMATAMENTO_VEG,3
2022/2023,3,0.58,AP,MINERACAO,8
2022/2023,3,0.59,MA,DEGRADACAO,1
2022/2023,3,0.62,MA,DESMATAMENTO_CR,4
2022/2023,3,17.4,MT,CICATRIZ_DE_QUEIMADA,22
2022/2023,3,34.2,MT,CS_DESORDENADO,11
2022/2023,3,18.2,MT,CS_GEOMETRICO,14
2022/2023,3,15.5,MT,DEGRADACAO,22
2022/2023,3,78.96,MT,DESMATAMENTO_CR,220
2022/2023,3,0.28,MT,DESMATAMENTO_VEG,2
2022/2023,3,0.41,MT,MINERACAO,6
2022/2023,3,2.93,PA,CICATRIZ_DE_QUEIMADA,5
2022/2023,3,11.75,PA,CS_DESORDENADO,7
2022/2023,3,0.3,PA,CS_GEOMETRICO,1
2022/2023,3,9.14,PA,DEGRADACAO,26
2022/2023,3,70.71,PA,DESMATAMENTO_CR,226
2022/2023,3,6.71,PA,DESMATAMENTO_VEG,9
2022/2023,3,5.19,PA,MINERACAO,57
2022/2023,3,9.53,RO,CS_DESORDENADO,5
2022/2023,3,3.01,RO,CS_GEOMETRICO,1
2022/2023,3,1.21,RO,DEGRADACAO,9
2022/2023,3,33.59,RO,DESMATAMENTO_CR,159
2022/2023,3,0.71,RR,CICATRIZ_DE_QUEIMADA,4
2022/2023,3,5.07,RR,DEGRADACAO,5
2022/2023,3,27.56,RR,DESMATAMENTO_CR,177
2022/2023,3,1.92,RR,MINERACAO,18
2022/2023,3,0.17,TO,DESMATAMENTO_CR,2
2022/2023,4,0.93,AC,DEGRADACAO,2
2022/2023,4,5.34,AC,DESMATAMENTO_CR,35
2022/2023,4,1.84,AC,DESMATAMENTO_VEG,17
2022/2023,4,0.36,AM,CICATRIZ_DE_QUEIMADA,2
2022/2023,4,25.69,AM,CS_DESORDENADO,4
2022/2023,4,2.59,AM,CS_GEOMETRICO,1
2022/2023,4,1.31,AM,DEGRADACAO,6
2022/2023,4,86.22,AM,DESMATAMENTO_CR,272
2022/2023,4,1.7,AM,DESMATAMENTO_VEG,13
2022/2023,4,0.96,AM,MINERACAO,8
2022/2023,4,0.33,AP,DESMATAMENTO_CR,3
2022/2023,4,0.1,AP,DESMATAMENTO_VEG,1
2022/2023,4,0.21,MA,DEGRADACAO,2
2022/2023,4,2.92,MA,DESMATAMENTO_CR,18
2022/2023,4,0.52,MA,DESMATAMENTO_VEG,4
2022/2023,4,17.03,MT,CICATRIZ_DE_QUEIMADA,22
2022/2023,4,4.71,MT,CS_DESORDENADO,2
2022/2023,4,2.52,MT,CS_GEOMETRICO,4
2022/2023,4,14.34,MT,DEGRADACAO,13
2022/2023,4,70.34,MT,DESMATAMENTO_CR,190
2022/2023,4,9.02,MT,DESMATAMENTO_VEG,14
2022/2023,4,0.79,MT,MINERACAO,7
2022/2023,4,7.86,PA,CICATRIZ_DE_QUEIMADA,8
2022/2023,4,2.89,PA,CS_DESORDENADO,5
2022/2023,4,2.12,PA,CS_GEOMETRICO,4
2022/2023,4,52.63,PA,DEGRADACAO,42
2022/2023,4,76.6,PA,DESMATAMENTO_CR,245
2022/2023,4,5.47,PA,DESMATAMENTO_VEG,30
2022/2023,4,4.01,PA,MINERACAO,41
2022/2023,4,0.29,RO,DEGRADACAO,2
2022/2023,4,42.95,RO,DESMATAMENTO_CR,188
2022/2023,4,3.05,RO,DESMATAMENTO_VEG,10
2022/2023,4,1,RR,CICATRIZ_DE_QUEIMADA,5
2022/2023,4,0.27,RR,CS_DESORDENADO,1
2022/2023,4,1.8,RR,CS_GEOMETRICO,1
2022/2023,4,6.35,RR,DEGRADACAO,11
2022/2023,4,14.96,RR,DESMATAMENTO_CR,91
2022/2023,4,1.24,RR,MINERACAO,13
2022/2023,4,0.35,TO,DESMATAMENTO_CR,3
2022/2023,5,0.11,AC,DEGRADACAO,1
2022/2023,5,4.64,AC,DESMATAMENTO_CR,35
2022/2023,5,1.83,AC,DESMATAMENTO_VEG,13
2022/2023,5,22.71,AM,DEGRADACAO,25
2022/2023,5,137.66,AM,DESMATAMENTO_CR,449
2022/2023,5,9.68,AM,DESMATAMENTO_VEG,49
2022/2023,5,0.52,AM,MINERACAO,7
2022/2023,5,0.12,AP,DESMATAMENTO_CR,1
2022/2023,5,0.74,AP,DESMATAMENTO_VEG,5
2022/2023,5,1.57,AP,MINERACAO,14
2022/2023,5,0.15,MA,CICATRIZ_DE_QUEIMADA,1
2022/2023,5,1.49,MA,DEGRADACAO,2
2022/2023,5,3.23,MA,DESMATAMENTO_CR,26
2022/2023,5,0.75,MA,DESMATAMENTO_VEG,6
2022/2023,5,47.13,MT,CICATRIZ_DE_QUEIMADA,37
2022/2023,5,75.43,MT,CS_DESORDENADO,38
2022/2023,5,339.69,MT,CS_GEOMETRICO,152
2022/2023,5,96.79,MT,DEGRADACAO,94
2022/2023,5,196.2,MT,DESMATAMENTO_CR,545
2022/2023,5,182.05,MT,DESMATAMENTO_VEG,91
2022/2023,5,0.61,MT,MINERACAO,9
2022/2023,5,2.3,PA,CICATRIZ_DE_QUEIMADA,4
2022/2023,5,101.05,PA,CS_DESORDENADO,32
2022/2023,5,44.12,PA,CS_GEOMETRICO,4
2022/2023,5,42.76,PA,DEGRADACAO,43
2022/2023,5,135.3,PA,DESMATAMENTO_CR,509
2022/2023,5,50.87,PA,DESMATAMENTO_VEG,203
2022/2023,5,9.02,PA,MINERACAO,93
2022/2023,5,0.4,RO,CICATRIZ_DE_QUEIMADA,1
2022/2023,5,5.71,RO,CS_DESORDENADO,4
2022/2023,5,2.29,RO,DEGRADACAO,6
2022/2023,5,61.62,RO,DESMATAMENTO_CR,335
2022/2023,5,10.13,RO,DESMATAMENTO_VEG,41
2022/2023,5,0.11,RO,MINERACAO,1
2022/2023,5,4.95,RR,DESMATAMENTO_CR,42
2022/2023,5,0.11,RR,MINERACAO,1
2022/2023,5,0.61,TO,DESMATAMENTO_CR,6
2022/2023,6,2.46,AC,CS_DESORDENADO,2
2022/2023,6,3.3,AC,DEGRADACAO,16
2022/2023,6,15.58,AC,DESMATAMENTO_CR,120
2022/2023,6,2.51,AC,DESMATAMENTO_VEG,22
2022/2023,6,4.21,AM,CICATRIZ_DE_QUEIMADA,15
2022/2023,6,5.38,AM,CS_DESORDENADO,8
2022/2023,6,10.62,AM,DEGRADACAO,24
2022/2023,6,121.33,AM,DESMATAMENTO_CR,604
2022/2023,6,4.92,AM,DESMATAMENTO_VEG,41
2022/2023,6,3.04,AM,MINERACAO,31
2022/2023,6,0.08,AP,DESMATAMENTO_VEG,1
2022/2023,6,1.29,AP,MINERACAO,15
2022/2023,6,0.63,MA,CICATRIZ_DE_QUEIMADA,2
2022/2023,6,0.85,MA,CS_GEOMETRICO,1
2022/2023,6,0.38,MA,DEGRADACAO,1
2022/2023,6,8.56,MA,DESMATAMENTO_CR,58
2022/2023,6,50.41,MT,CICATRIZ_DE_QUEIMADA,40
2022/2023,6,64.48,MT,CS_DESORDENADO,19
2022/2023,6,151.52,MT,CS_GEOMETRICO,63
2022/2023,6,67.3,MT,DEGRADACAO,70
2022/2023,6,120.39,MT,DESMATAMENTO_CR,325
2022/2023,6,14.01,MT,DESMATAMENTO_VEG,26
2022/2023,6,0.95,MT,MINERACAO,13
2022/2023,6,3.41,PA,CICATRIZ_DE_QUEIMADA,10
2022/2023,6,101.58,PA,CS_DESORDENADO,43
2022/2023,6,22,PA,CS_GEOMETRICO,15
2022/2023,6,61.52,PA,DEGRADACAO,86
2022/2023,6,159.09,PA,DESMATAMENTO_CR,803
2022/2023,6,127.56,PA,DESMATAMENTO_VEG,401
2022/2023,6,15.24,PA,MINERACAO,174
2022/2023,6,29.08,RO,CICATRIZ_DE_QUEIMADA,14
2022/2023,6,11.21,RO,CS_DESORDENADO,8
2022/2023,6,16.59,RO,DEGRADACAO,17
2022/2023,6,51.73,RO,DESMATAMENTO_CR,307
2022/2023,6,6.91,RO,DESMATAMENTO_VEG,42
2022/2023,6,0.08,RO,MINERACAO,1
2022/2023,6,2.82,RR,CS_DESORDENADO,2
2022/2023,6,2.19,RR,DEGRADACAO,3
2022/2023,6,6.59,RR,DESMATAMENTO_CR,41
2022/2023,6,2.37,RR,DESMATAMENTO_VEG,3
2022/2023,6,0.47,TO,DESMATAMENTO_CR,3
2022/2023,6,0.3,TO,DESMATAMENTO_VEG,2
2022/2023,7,7.52,AC,CS_DESORDENADO,8
2022/2023,7,13.21,AC,DEGRADACAO,16
2022/2023,7,24.55,AC,DESMATAMENTO_CR,267
2022/2023,7,0.4,AC,DESMATAMENTO_VEG,3
2022/2023,7,3.12,AM,CICATRIZ_DE_QUEIMADA,8
2022/2023,7,34.34,AM,CS_DESORDENADO,25
2022/2023,7,8.03,AM,CS_GEOMETRICO,4
2022/2023,7,19.25,AM,DEGRADACAO,42
2022/2023,7,83.62,AM,DESMATAMENTO_CR,525
2022/2023,7,3.74,AM,DESMATAMENTO_VEG,32
2022/2023,7,5.03,AM,MINERACAO,39
2022/2023,7,0.12,AP,DESMATAMENTO_CR,1
2022/2023,7,0.36,AP,DESMATAMENTO_VEG,3
2022/2023,7,0.38,MA,CICATRIZ_DE_QUEIMADA,2
2022/2023,7,4.62,MA,CS_DESORDENADO,2
2022/2023,7,1.35,MA,DEGRADACAO,4
2022/2023,7,8.24,MA,DESMATAMENTO_CR,57
2022/2023,7,0.31,MA,DESMATAMENTO_VEG,3
2022/2023,7,30.24,MT,CICATRIZ_DE_QUEIMADA,27
2022/2023,7,165.35,MT,CS_DESORDENADO,88
2022/2023,7,229.66,MT,CS_GEOMETRICO,106
2022/2023,7,97.55,MT,DEGRADACAO,114
2022/2023,7,84.62,MT,DESMATAMENTO_CR,310
2022/2023,7,0.34,MT,DESMATAMENTO_VEG,2
2022/2023,7,0.58,MT,MINERACAO,6
2022/2023,7,4.66,PA,CICATRIZ_DE_QUEIMADA,13
2022/2023,7,171.7,PA,CS_DESORDENADO,61
2022/2023,7,122.48,PA,CS_GEOMETRICO,39
2022/2023,7,108.66,PA,DEGRADACAO,178
2022/2023,7,191.22,PA,DESMATAMENTO_CR,1121
2022/2023,7,41.37,PA,DESMATAMENTO_VEG,132
2022/2023,7,4.23,PA,MINERACAO,57
2022/2023,7,4.42,RO,CICATRIZ_DE_QUEIMADA,14
2022/2023,7,21.57,RO,CS_DESORDENADO,16
2022/2023,7,4,RO,CS_GEOMETRICO,2
2022/2023,7,7.41,RO,DEGRADACAO,33
2022/2023,7,44.42,RO,DESMATAMENTO_CR,300
2022/2023,7,0.85,RO,DESMATAMENTO_VEG,5
2022/2023,7,0.27,RR,DEGRADACAO,1
2022/2023,7,5.32,RR,DESMATAMENTO_CR,35
2022/2023,7,0.13,RR,DESMATAMENTO_VEG,1
2022/2023,7,0.46,TO,DESMATAMENTO_CR,5
2023/2024,8,21.92,AC,CS_DESORDENADO,19
2023/2024,8,2.3,AC,DEGRADACAO,10
2023/2024,8,24.16,AC,DESMATAMENTO_CR,258
2023/2024,8,0.29,AC,DESMATAMENTO_VEG,3
2023/2024,8,4.81,AM,CICATRIZ_DE_QUEIMADA,19
2023/2024,8,54.8,AM,CS_DESORDENADO,18
2023/2024,8,14.11,AM,CS_GEOMETRICO,3
2023/2024,8,13.94,AM,DEGRADACAO,30
2023/2024,8,81.09,AM,DESMATAMENTO_CR,483
2023/2024,8,0.59,AM,DESMATAMENTO_VEG,4
2023/2024,8,3.45,AM,MINERACAO,27
2023/2024,8,0.56,AP,DESMATAMENTO_CR,4
2023/2024,8,1.07,AP,MINERACAO,11
2023/2024,8,0.12,MA,CICATRIZ_DE_QUEIMADA,1
2023/2024,8,1.01,MA,DEGRADACAO,2
2023/2024,8,14.75,MA,DESMATAMENTO_CR,84
2023/2024,8,0.09,MA,MINERACAO,1
2023/2024,8,795.22,MT,CICATRIZ_DE_QUEIMADA,412
2023/2024,8,97.92,MT,CS_DESORDENADO,56
2023/2024,8,225.01,MT,CS_GEOMETRICO,77
2023/2024,8,193.75,MT,DEGRADACAO,190
2023/2024,8,165.17,MT,DESMATAMENTO_CR,447
2023/2024,8,4.23,MT,DESMATAMENTO_VEG,7
2023/2024,8,0.54,MT,MINERACAO,6
2023/2024,8,100.24,PA,CICATRIZ_DE_QUEIMADA,186
2023/2024,8,96.92,PA,CS_DESORDENADO,51
2023/2024,8,81.78,PA,CS_GEOMETRICO,28
2023/2024,8,206.46,PA,DEGRADACAO,250
2023/2024,8,199.71,PA,DESMATAMENTO_CR,1233
2023/2024,8,3.03,PA,DESMATAMENTO_VEG,14
2023/2024,8,1.28,PA,MINERACAO,14
2023/2024,8,17.67,RO,CICATRIZ_DE_QUEIMADA,50
2023/2024,8,2.56,RO,CS_DESORDENADO,5
2023/2024,8,26.43,RO,CS_GEOMETRICO,7
2023/2024,8,22.37,RO,DEGRADACAO,42
2023/2024,8,43.9,RO,DESMATAMENTO_CR,300
2023/2024,8,0.23,RO,DESMATAMENTO_VEG,2
2023/2024,8,6.29,RR,CS_DESORDENADO,2
2023/2024,8,3.15,RR,DEGRADACAO,6
2023/2024,8,16.82,RR,DESMATAMENTO_CR,121
2023/2024,8,0.52,RR,DESMATAMENTO_VEG,4
2023/2024,8,0.09,RR,MINERACAO,1
2023/2024,8,1.59,TO,DESMATAMENTO_CR,17
2023/2024,9,1.19,AC,CICATRIZ_DE_QUEIMADA,13
2023/2024,9,3.75,AC,CS_DESORDENADO,5
2023/2024,9,18.04,AC,DEGRADACAO,16
2023/2024,9,18.96,AC,DESMATAMENTO_CR,191
2023/2024,9,279.87,AM,CICATRIZ_DE_QUEIMADA,358
2023/2024,9,56.57,AM,CS_DESORDENADO,16
2023/2024,9,10.67,AM,CS_GEOMETRICO,2
2023/2024,9,54.4,AM,DEGRADACAO,77
2023/2024,9,84.14,AM,DESMATAMENTO_CR,518
2023/2024,9,10.91,AM,MINERACAO,81
2023/2024,9,1.33,AP,CICATRIZ_DE_QUEIMADA,3
2023/2024,9,30.78,AP,DEGRADACAO,19
2023/2024,9,2.07,AP,DESMATAMENTO_CR,15
2023/2024,9,1.41,AP,MINERACAO,10
2023/2024,9,6.63,MA,CICATRIZ_DE_QUEIMADA,16
2023/2024,9,0.9,MA,DEGRADACAO,2
2023/2024,9,15.68,MA,DESMATAMENTO_CR,88
2023/2024,9,323.34,MT,CICATRIZ_DE_QUEIMADA,405
2023/2024,9,231.39,MT,CS_DESORDENADO,86
2023/2024,9,267.85,MT,CS_GEOMETRICO,114
2023/2024,9,222.7,MT,DEGRADACAO,222
2023/2024,9,120.88,MT,DESMATAMENTO_CR,383
2023/2024,9,0.32,MT,MINERACAO,5
2023/2024,9,365.79,PA,CICATRIZ_DE_QUEIMADA,798
2023/2024,9,237.13,PA,CS_DESORDENADO,86
2023/2024,9,170.01,PA,CS_GEOMETRICO,59
2023/2024,9,319.49,PA,DEGRADACAO,394
2023/2024,9,312.26,PA,DESMATAMENTO_CR,2169
2023/2024,9,0.51,PA,DESMATAMENTO_VEG,4
2023/2024,9,2.36,PA,MINERACAO,25
2023/2024,9,85.39,RO,CICATRIZ_DE_QUEIMADA,164
2023/2024,9,59.29,RO,CS_DESORDENADO,20
2023/2024,9,5.57,RO,CS_GEOMETRICO,3
2023/2024,9,8.36,RO,DEGRADACAO,18
2023/2024,9,45.83,RO,DESMATAMENTO_CR,319
2023/2024,9,10.88,RR,CS_DESORDENADO,5
2023/2024,9,18.66,RR,DEGRADACAO,17
2023/2024,9,14.35,RR,DESMATAMENTO_CR,117
2023/2024,9,0.3,RR,DESMATAMENTO_VEG,1
2023/2024,9,0.35,TO,DESMATAMENTO_CR,4
2023/2024,10,8.26,AC,CICATRIZ_DE_QUEIMADA,64
2023/2024,10,32.39,AC,CS_DESORDENADO,16
2023/2024,10,12.63,AC,DEGRADACAO,16
2023/2024,10,34.33,AC,DESMATAMENTO_CR,346
2023/2024,10,1044.21,AM,CICATRIZ_DE_QUEIMADA,1020
2023/2024,10,93.67,AM,CS_DESORDENADO,31
2023/2024,10,18.04,AM,DEGRADACAO,46
2023/2024,10,41.44,AM,DESMATAMENTO_CR,314
2023/2024,10,0.08,AM,DESMATAMENTO_VEG,1
2023/2024,10,1.33,AM,MINERACAO,10
2023/2024,10,12.04,AP,CICATRIZ_DE_QUEIMADA,26
2023/2024,10,6.19,AP,DEGRADACAO,5
2023/2024,10,2.61,AP,DESMATAMENTO_CR,21
2023/2024,10,0.36,AP,DESMATAMENTO_VEG,1
2023/2024,10,0.16,AP,MINERACAO,2
2023/2024,10,104.01,MA,CICATRIZ_DE_QUEIMADA,111
2023/2024,10,6.7,MA,DEGRADACAO,6
2023/2024,10,12.89,MA,DESMATAMENTO_CR,88
2023/2024,10,246.31,MT,CICATRIZ_DE_QUEIMADA,326
2023/2024,10,204.67,MT,CS_DESORDENADO,70
2023/2024,10,92.03,MT,CS_GEOMETRICO,48
2023/2024,10,215.69,MT,DEGRADACAO,120
2023/2024,10,67.62,MT,DESMATAMENTO_CR,262
2023/2024,10,0.1,MT,MINERACAO,1
2023/2024,10,758.12,PA,CICATRIZ_DE_QUEIMADA,1278
2023/2024,10,160.58,PA,CS_DESORDENADO,71
2023/2024,10,51.89,PA,CS_GEOMETRICO,28
2023/2024,10,231.8,PA,DEGRADACAO,274
2023/2024,10,208.68,PA,DESMATAMENTO_CR,1471
2023/2024,10,2.98,PA,MINERACAO,24
2023/2024,10,148.15,RO,CICATRIZ_DE_QUEIMADA,259
2023/2024,10,24.45,RO,CS_DESORDENADO,9
2023/2024,10,8.27,RO,CS_GEOMETRICO,4
2023/2024,10,30.52,RO,DEGRADACAO,35
2023/2024,10,32.31,RO,DESMATAMENTO_CR,228
2023/2024,10,0.06,RR,CICATRIZ_DE_QUEIMADA,1
2023/2024,10,1.53,RR,CS_DESORDENADO,2
2023/2024,10,13.03,RR,DEGRADACAO,25
2023/2024,10,29.33,RR,DESMATAMENTO_CR,186
2023/2024,10,0.4,RR,DESMATAMENTO_VEG,3
2023/2024,10,0.19,TO,CICATRIZ_DE_QUEIMADA,2
2023/2024,10,1.1,TO,DESMATAMENTO_CR,9
2023/2024,11,4.03,AC,CICATRIZ_DE_QUEIMADA,16
2023/2024,11,3.78,AC,CS_DESORDENADO,2
2023/2024,11,0.32,AC,DEGRADACAO,2
2023/2024,11,11.5,AC,DESMATAMENTO_CR,110
2023/2024,11,318.34,AM,CICATRIZ_DE_QUEIMADA,472
2023/2024,11,1.33,AM,CS_DESORDENADO,1
2023/2024,11,5.81,AM,DEGRADACAO,23
2023/2024,11,13.48,AM,DESMATAMENTO_CR,99
2023/2024,11,0.24,AM,DESMATAMENTO_VEG,2
2023/2024,11,0.27,AM,MINERACAO,3
2023/2024,11,70.48,AP,CICATRIZ_DE_QUEIMADA,89
2023/2024,11,3.31,AP,DEGRADACAO,4
2023/2024,11,0.84,AP,DESMATAMENTO_CR,6
2023/2024,11,0.07,AP,MINERACAO,1
2023/2024,11,217.66,MA,CICATRIZ_DE_QUEIMADA,255
2023/2024,11,2.33,MA,DEGRADACAO,7
2023/2024,11,23.15,MA,DESMATAMENTO_CR,154
2023/2024,11,98.14,MT,CICATRIZ_DE_QUEIMADA,131
2023/2024,11,62.45,MT,CS_DESORDENADO,40
2023/2024,11,53.49,MT,CS_GEOMETRICO,35
2023/2024,11,61.04,MT,DEGRADACAO,90
2023/2024,11,29.76,MT,DESMATAMENTO_CR,146
2023/2024,11,0.06,MT,MINERACAO,1
2023/2024,11,1247.16,PA,CICATRIZ_DE_QUEIMADA,1537
2023/2024,11,26.25,PA,CS_DESORDENADO,13
2023/2024,11,16.19,PA,CS_GEOMETRICO,10
2023/2024,11,126.06,PA,DEGRADACAO,202
2023/2024,11,96.37,PA,DESMATAMENTO_CR,667
2023/2024,11,0.14,PA,MINERACAO,2
2023/2024,11,120.11,RO,CICATRIZ_DE_QUEIMADA,111
2023/2024,11,1.33,RO,CS_DESORDENADO,3
2023/2024,11,0.56,RO,CS_GEOMETRICO,2
2023/2024,11,4.68,RO,DEGRADACAO,10
2023/2024,11,15.03,RO,DESMATAMENTO_CR,125
2023/2024,11,0.11,RO,MINERACAO,1
2023/2024,11,0.23,RR,CICATRIZ_DE_QUEIMADA,1
2023/2024,11,1.91,RR,DEGRADACAO,8
2023/2024,11,9.92,RR,DESMATAMENTO_CR,52
2023/2024,11,0.41,TO,DESMATAMENTO_CR,3
2023/2024,12,2.32,AC,DESMATAMENTO_CR,19
2023/2024,12,141.46,AM,CICATRIZ_DE_QUEIMADA,242
2023/2024,12,2.69,AM,DEGRADACAO,9
2023/2024,12,11.77,AM,DESMATAMENTO_CR,62
2023/2024,12,0.18,AM,DESMATAMENTO_VEG,2
2023/2024,12,0.31,AM,MINERACAO,3
2023/2024,12,36.84,AP,CICATRIZ_DE_QUEIMADA,49
2023/2024,12,0.27,AP,DEGRADACAO,2
2023/2024,12,0.36,AP,DESMATAMENTO_CR,3
2023/2024,12,0.35,AP,MINERACAO,4
2023/2024,12,53.73,MA,CICATRIZ_DE_QUEIMADA,101
2023/2024,12,6.31,MA,DEGRADACAO,3
2023/2024,12,8.35,MA,DESMATAMENTO_CR,60
2023/2024,12,40.7,MT,CICATRIZ_DE_QUEIMADA,97
2023/2024,12,101.12,MT,CS_DESORDENADO,56
2023/2024,12,76.44,MT,CS_GEOMETRICO,48
2023/2024,12,58.54,MT,DEGRADACAO,69
2023/2024,12,28.64,MT,DESMATAMENTO_CR,138
2023/2024,12,0.78,MT,MINERACAO,6
2023/2024,12,1098.87,PA,CICATRIZ_DE_QUEIMADA,1139
2023/2024,12,3.8,PA,CS_DESORDENADO,5
2023/2024,12,15.37,PA,CS_GEOMETRICO,11
2023/2024,12,41.28,PA,DEGRADACAO,53
2023/2024,12,95.57,PA,DESMATAMENTO_CR,477
2023/2024,12,0.2,PA,DESMATAMENTO_VEG,1
2023/2024,12,0.8,PA,MINERACAO,10
2023/2024,12,51.02,RO,CICATRIZ_DE_QUEIMADA,42
2023/2024,12,1.62,RO,CS_DESORDENADO,4
2023/2024,12,1.07,RO,CS_GEOMETRICO,1
2023/2024,12,5.05,RO,DEGRADACAO,6
2023/2024,12,10.38,RO,DESMATAMENTO_CR,73
2023/2024,12,0.3,RR,CICATRIZ_DE_QUEIMADA,1
2023/2024,12,4.46,RR,CS_DESORDENADO,3
2023/2024,12,1.48,RR,DEGRADACAO,4
2023/2024,12,16.79,RR,DESMATAMENTO_CR,86
2023/2024,1,0.5,AC,DESMATAMENTO_CR,3
2023/2024,1,68.86,AM,CICATRIZ_DE_QUEIMADA,141
2023/2024,1,1,AM,CS_GEOMETRICO,1
2023/2024,1,2.29,AM,DEGRADACAO,9
2023/2024,1,8.63,AM,DESMATAMENTO_CR,61
2023/2024,1,6.3,AM,DESMATAMENTO_VEG,70
2023/2024,1,0.64,AM,MINERACAO,6
2023/2024,1,7.37,AP,CICATRIZ_DE_QUEIMADA,12
2023/2024,1,0.26,AP,DESMATAMENTO_CR,2
2023/2024,1,0.29,AP,DESMATAMENTO_VEG,3
2023/2024,1,3.42,MA,CICATRIZ_DE_QUEIMADA,5
